timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-11T14:18:45,kleister_docling,c240eb7c-78f8-4dcd-abfd-e6e7d045f391,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,331.1629471970373,0.0001794652025785,5.419241617987915e-07,30.39475754684877,32.36397132611172,20.0,0.0013491063898191,0.0029125067744479,0.0008890685387599,0.005150681703027,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,4.892966360856269,13.397553516819572,68.08256880733946,15.978211079168757,N,1.0,0.0
2026-06-11T16:23:42,kleister_deepseek-ocr,1e10bd85-21ef-4757-a9e7-00931af02bc2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5539.835528642987,0.0044237753707931,7.985391168962677e-07,4.689139603765454,72.04684465447603,20.0,0.0035343615796062,0.1084660834394639,0.014962657204996,0.1269631022240662,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,13.028864845039427,93.73262424353568,36.90359435173299,8.66069027054054,N,1.0,0.0
2026-06-11T17:31:53,vrdu_deepseek-ocr,c8ecbb00-3f6e-485c-9ef2-d34bdbf34e5f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2412.898898571031,0.0019278047784643,7.98957958663758e-07,5.534249472633742,71.81044125451312,20.0,0.001789011315598,0.0470770304393719,0.0064622818240656,0.0553283235790356,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,11.98837984173261,93.23583333333332,43.82594752186589,10.285512295825836,N,1.0,0.0
2026-06-12T13:39:49,vrdu_docling,6aa3fae2-c7ae-47e3-8f02-8cae0fe5fe22,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,255.91080854699248,0.0001308319714672,5.11240506839401e-07,8.585922073510396,39.35232119383256,20.0,0.0002996403323548,0.002732315519184,0.0007229438834794,0.0037548997350183,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,10.240963855421686,21.686746987951807,44.28875502008032,10.394105735074085,N,1.0,0.0
2026-06-12T13:43:14,vrdu_docling,4698a4f6-1bbc-48c7-8254-4353d7d02025,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,70.14363562199287,3.3112060674885896e-05,4.720607989772337e-07,7.08284405577143,35.084391922876144,20.31746031746032,6.786617272750362e-05,0.0006577160817278,0.0002247394938122,0.0009503217482675,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,13.226984126984126,12.193548387096774,32.474603174603175,7.620895567394438,N,1.0,0.0
2026-06-12T14:14:01,vrdu_docling,99d53ea2-fd24-4675-8dc2-f3943e70fadf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1836.9333330459776,0.0011892643047404,6.474183267001997e-07,23.333495375530585,46.293222581824814,20.0,0.0057923433783388,0.023332732277282,0.0050070112697427,0.0341320869253636,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,14.749945235487404,37.3331506849315,47.18543263964951,11.073548808938702,N,1.0,0.0
2026-06-12T15:34:25,vrdu_pytesseract,15a1d3ee-30d7-499d-a0bd-b1017eff852b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3910.69742712396,0.00194363981325,4.970059303921769e-07,31.79920672628188,29.093088502638043,20.0,0.0156828050894225,0.03021050750172,0.0098894791676048,0.0557827917587473,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,7.010069713400465,0.0,35.158301058610895,8.251242514762218,N,1.0,0.0
2026-06-12T15:38:15,vrdu_pytesseract,53963d45-4289-45f0-ba6e-0ca2314c8fbf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,215.30223992001265,0.0001076731448915,5.001022977351486e-07,29.78248990005798,29.25555571401993,20.096618357487923,0.0008079518172896,0.0016859624598799,0.0005963232136182,0.0030902374907878,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,11.271980676328504,0.0,38.99082125603865,9.15054124104228,N,1.0,0.0
2026-06-12T15:53:32,kleister_pytesseract,271dde66-2e8d-4265-9a44-5145d1b9dd70,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,587.9079938399955,0.0002950035556558,5.017852431789973e-07,30.524658333298653,29.25754146874725,20.034246575342465,0.0023271225853149,0.0046151828588099,0.0015243465564456,0.0084666520005705,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.55,47.3667,23.46857070922852,machine,8.818493150684931,0.0,37.48921232876712,8.798169429988077,N,1.0,0.0
2026-06-13T18:51:42,kleister_docling,18da4090-7417-474b-80ea-62839feca661,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,880.0848751659505,0.0004551585503438,5.17175744280381e-07,22.43267989315027,33.29922570379029,20.0,0.0026648240910603,0.0080258066984177,0.0023724966778426,0.0130631274673207,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.46857070922852,machine,12.258447488584476,11.832191780821915,37.54246575342466,8.810299198377079,N,1.0,0.0
