dataset_name,timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
./kleister-nda-docling-ready,2026-06-13T23:00:01,codecarbon,b0e526c4-36a7-4586-a14d-8c2ea0729c5a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,613.4667213279754,0.00046734366721153754,7.618076921921302e-07,4.396701774321442,67.64465450960905,20.0,0.00036602470538452136,0.011380569660004003,0.0016662480193526585,0.013412842384741192,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,8.505409836065574,85.11967213114754,88.32065573770491,20.728252717315172,N,1.0,0.0
./kleister-nda-tesseract-ready,2026-06-13T23:10:42,codecarbon,03ef4311-8f91-4423-9b18-cbeab98bcaca,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,607.6642363569699,0.0004650095990816948,7.652410184109087e-07,4.313940612347771,68.15279848661162,20.0,0.0003576979535076135,0.011337358514323714,0.0016507977663532878,0.013345854234184617,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,7.450331125827814,84.44867549668874,90.52632450331126,21.245220361166442,N,1.0,0.0
./vrdu-docling-ready,2026-06-13T23:15:30,codecarbon,cb28a2b2-ff21-4e23-a3c5-b929854cefa4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,173.07138202292845,0.00012588479380618145,7.273576505531357e-07,4.611527659508769,64.11358735726155,20.0,0.00011113073609272531,0.0030250924200720952,0.0004766917422704864,0.0036129148984353075,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,7.647058823529412,70.41764705882353,62.851764705882346,14.75209628834444,N,1.0,0.0
./vrdu-tesseract-ready,2026-06-13T23:19:39,codecarbon,934d6465-2ed7-44d8-a3c0-d88009133a6f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,235.04118420404848,0.00017392401665020001,7.399725168981865e-07,4.265394828924135,65.97581735087172,20.0,0.00013887514616536128,0.0042137969821456345,0.0006389766002772379,0.004991648728588237,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,7.995670995670996,80.83982683982684,66.65670995670995,15.64106425165614,N,1.0,0.0
./kleister-nda-deepseek-test,2026-06-27T14:06:27,codecarbon,47293073-2677-4b09-bbf0-eb17d9700738,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.92614431900438,1.2959099347659687e-05,4.480064541178965e-07,3.5251445550814813,36.501386405863755,20.0,1.5276135847713064e-05,0.00027119493917804327,8.545727062931595e-05,0.0003719283456550723,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468578338623047,machine,11.538461538461538,11.73076923076923,22.338461538461537,5.242766013512244,N,1.0,0.0
./kleister-nda-deepseek-test,2026-06-27T14:14:22,codecarbon,09431d0f-0001-4d4e-95ad-9ec6c60a1baf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,141.28828295203857,9.858716404266351e-05,6.977731060411408e-07,4.948310875663769,60.951911796061616,20.0,9.703827857194154e-05,0.0023363954802260167,0.00039603454308946524,0.002829468301887424,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468578338623047,machine,8.494160583941607,68.67153284671532,56.83065693430657,13.337520237386661,N,1.0,0.0
./kleister-nda-deepseek-test,2026-06-27T14:23:43,codecarbon,fa2ea456-e711-46de-b805-6de01cdbab60,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29.811312218080275,1.3759414508275929e-05,4.6155011250833087e-07,4.759738020088888,37.3569128425898,20.0,1.9701699053204174e-05,0.0002954527363621118,7.974309086760817e-05,0.0003948975262829242,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468578338623047,machine,7.050000000000001,9.961538461538462,30.53076923076923,7.166443898127629,N,1.0,0.0
./kleister-nda-deepseek-test,2026-06-27T14:25:04,codecarbon,50277713-e9b8-4c6d-99a5-fe01dce34025,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29.464433733024634,1.3640193136345146e-05,4.629375626200073e-07,4.703951712711112,37.861537231014296,20.74074074074074,1.9568589221722188e-05,0.0002929994010658632,7.890786243305127e-05,0.0003914758527206367,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468578338623047,machine,5.769230769230769,11.73076923076923,31.915384615384614,7.490113918597881,N,1.0,0.0
./kleister-nda-deepseek-test,2026-06-27T14:29:11,codecarbon,157e0a11-7605-4eef-8a83-fda66e4258c3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,131.38574872992467,9.373432542959642e-05,7.134284070814699e-07,4.357939841637212,63.33750357756024,20.0,7.841793850052787e-05,0.00225692097220187,0.00035485210125399223,0.0026901910119563875,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468578338623047,machine,7.86875,76.484375,56.70390625,13.30726245045662,N,1.0,0.0
./arctic_ready_vrdu_registration_1,2026-07-05T18:47:41,codecarbon,22298c7c-a781-4ba2-ad1b-003760b3b14b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,414.46765099299955,0.0004732526914909295,1.1418326384630746e-06,42.5,56.59214237897957,20.0,0.004851145861545474,0.0064501943268180095,0.002281092193777254,0.013582432382140725,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-134-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,27.748300970873785,44.30339805825243,57.48834951456311,13.493648380909152,N,1.0,0.0
./arctic_ready_vrdu_registration_5,2026-07-05T18:51:37,codecarbon,ddfd670f-1f95-45df-97d3-56f953f985ac,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,221.20413226600067,0.0002666222762757236,1.2053223126731966e-06,42.5,63.55431192668555,20.0,0.002583954775207652,0.0038531066935940383,0.0012150430077279854,0.0076521044765296775,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-134-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,27.315525114155253,65.51598173515981,51.40547945205479,12.062758511059904,N,1.0,0.0
./arctic_ready_vrdu_registration_10,2026-07-05T18:55:24,codecarbon,1a67a2ce-7525-4af3-954f-084658ba747e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,214.03940598999907,0.00026210358076388465,1.2245575974740434e-06,42.5,65.5010183850628,20.0,0.0025022629995743754,0.003846286688138023,0.0011738674624722798,0.007522417150184673,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-134-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,23.755188679245286,78.59433962264151,51.95613207547169,12.190478756742657,N,1.0,0.0
./arctic_ready_vrdu_registration_20,2026-07-05T18:59:40,codecarbon,f884974c-d2db-487d-a149-82ce727fdb89,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,241.44635474700044,0.00029619081330621485,1.2267354941704479e-06,42.5,65.94244827466433,20.0,0.002817670607319709,0.004361378211321987,0.0013216776775329998,0.008500726496174693,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-134-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,19.90625,83.52916666666667,52.12708333333333,12.232776467005412,N,1.0,0.0
./arctic_ready_vrdu_registration_40,2026-07-05T19:04:03,codecarbon,e82bec8b-753f-40d9-8885-a39a5cd7b76a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,248.7339867740011,0.0003063020649658981,1.231444359247147e-06,42.5,66.24273404459954,20.0,0.002902594128285648,0.004525320564698038,0.0013630064379722571,0.008790921130955946,0.0,Switzerland,CHE,zurich,,,Linux-6.8.0-134-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,8,AMD EPYC-Milan Processor,1,1 x NVIDIA L4,8.7388,47.4907,23.468570709228516,machine,18.737499999999997,84.53225806451613,52.457661290322584,12.313392146941155,N,1.0,0.0
